location,count,date
21208,1,2014-09-16
21212,2,2014-09-16
21215,3,2014-09-16
21217,1,2014-09-16
21220,3,2014-09-16
21225,2,2014-09-16
21227,1,2014-09-16
21286,1,2014-09-16
21401,1,2014-09-16
21771,1,2014-09-16
21791,1,2014-09-16
21921,1,2014-09-16
20653,1,2014-09-17
20715,1,2014-09-17
20732,1,2014-09-17
20743,1,2014-09-17
20745,1,2014-09-17
20785,1,2014-09-17
20906,1,2014-09-17
21030,1,2014-09-17
21042,1,2014-09-17
21122,1,2014-09-17
21157,1,2014-09-17
21202,1,2014-09-17
21205,1,2014-09-17
21206,1,2014-09-17
21207,1,2014-09-17
21208,1,2014-09-17
21213,1,2014-09-17
21214,1,2014-09-17
21215,3,2014-09-17
21217,2,2014-09-17
21221,1,2014-09-17
21224,1,2014-09-17
21237,1,2014-09-17
21740,1,2014-09-17
21911,1,2014-09-17
21921,1,2014-09-17
20678,1,2014-09-18
20689,1,2014-09-18
20705,1,2014-09-18
20772,1,2014-09-18
20854,1,2014-09-18
20874,1,2014-09-18
20878,1,2014-09-18
20904,1,2014-09-18
21012,1,2014-09-18
21014,1,2014-09-18
21015,1,2014-09-18
21136,1,2014-09-18
21144,1,2014-09-18
21158,1,2014-09-18
21205,1,2014-09-18
21206,2,2014-09-18
21208,1,2014-09-18
21211,1,2014-09-18
21215,1,2014-09-18
21217,1,2014-09-18
21218,3,2014-09-18
21223,1,2014-09-18
21224,1,2014-09-18
21227,1,2014-09-18
21229,3,2014-09-18
21234,3,2014-09-18
21237,1,2014-09-18
21403,1,2014-09-18
21409,1,2014-09-18
21703,1,2014-09-18
21784,1,2014-09-18
21804,1,2014-09-18
21853,1,2014-09-18
21875,1,2014-09-18
21901,1,2014-09-18
20874,1,2014-09-19
20910,1,2014-09-19
21046,1,2014-09-19
21048,1,2014-09-19
21093,1,2014-09-19
21158,1,2014-09-19
21215,1,2014-09-19
21217,2,2014-09-19
21218,3,2014-09-19
21220,2,2014-09-19
21225,1,2014-09-19
21230,1,2014-09-19
21234,2,2014-09-19
21536,1,2014-09-19
21640,1,2014-09-19
21666,2,2014-09-19
21702,1,2014-09-19
21787,1,2014-09-19
21804,1,2014-09-19
21811,1,2014-09-19
21918,2,2014-09-19
21921,1,2014-09-19
20653,1,2014-09-20
20657,1,2014-09-20
20723,1,2014-09-20
20782,1,2014-09-20
20785,1,2014-09-20
20872,1,2014-09-20
20874,2,2014-09-20
20878,1,2014-09-20
21030,1,2014-09-20
21205,1,2014-09-20
21206,1,2014-09-20
21208,2,2014-09-20
21216,1,2014-09-20
21217,1,2014-09-20
21218,1,2014-09-20
21219,1,2014-09-20
21220,2,2014-09-20
21221,1,2014-09-20
21223,2,2014-09-20
21225,1,2014-09-20
21229,3,2014-09-20
21237,1,2014-09-20
21239,1,2014-09-20
21502,1,2014-09-20
21640,1,2014-09-20
21661,1,2014-09-20
21713,1,2014-09-20
21740,1,2014-09-20
21901,1,2014-09-20
21911,1,2014-09-20
20785,1,2014-09-21
20850,1,2014-09-21
20855,1,2014-09-21
21045,1,2014-09-21
21060,1,2014-09-21
21133,1,2014-09-21
21157,1,2014-09-21
21202,2,2014-09-21
21206,1,2014-09-21
21212,1,2014-09-21
21217,1,2014-09-21
21218,1,2014-09-21
21221,1,2014-09-21
21222,1,2014-09-21
21226,1,2014-09-21
21227,1,2014-09-21
21229,2,2014-09-21
21663,1,2014-09-21
21811,1,2014-09-21
21875,1,2014-09-21
20657,1,2014-09-22
20743,1,2014-09-22
20763,1,2014-09-22
20866,1,2014-09-22
20871,1,2014-09-22
20901,1,2014-09-22
20910,1,2014-09-22
21012,1,2014-09-22
21060,1,2014-09-22
21061,2,2014-09-22
21133,1,2014-09-22
21158,1,2014-09-22
21207,1,2014-09-22
21215,3,2014-09-22
21218,2,2014-09-22
21222,1,2014-09-22
21223,1,2014-09-22
21227,1,2014-09-22
21230,1,2014-09-22
21231,1,2014-09-22
21659,1,2014-09-22
21740,1,2014-09-22
21903,1,2014-09-22
20639,1,2014-09-23
20646,1,2014-09-23
20650,1,2014-09-23
20653,1,2014-09-23
20785,1,2014-09-23
21009,1,2014-09-23
21014,1,2014-09-23
21085,1,2014-09-23
21102,1,2014-09-23
21144,1,2014-09-23
21158,1,2014-09-23
21202,1,2014-09-23
21208,1,2014-09-23
21213,1,2014-09-23
21215,1,2014-09-23
21217,3,2014-09-23
21220,1,2014-09-23
21221,1,2014-09-23
21225,1,2014-09-23
21234,2,2014-09-23
21236,1,2014-09-23
21237,1,2014-09-23
21664,1,2014-09-23
21742,1,2014-09-23
21911,2,2014-09-23
20659,1,2014-09-24
20705,1,2014-09-24
20706,1,2014-09-24
20720,1,2014-09-24
20744,1,2014-09-24
20814,1,2014-09-24
20874,1,2014-09-24
20910,1,2014-09-24
21001,1,2014-09-24
21043,1,2014-09-24
21122,1,2014-09-24
21205,1,2014-09-24
21206,1,2014-09-24
21215,3,2014-09-24
21216,1,2014-09-24
21217,1,2014-09-24
21218,3,2014-09-24
21220,1,2014-09-24
21221,2,2014-09-24
21222,1,2014-09-24
21224,1,2014-09-24
21227,1,2014-09-24
21229,1,2014-09-24
21239,1,2014-09-24
21562,1,2014-09-24
21740,2,2014-09-24
21758,1,2014-09-24
21911,1,2014-09-24
21921,1,2014-09-24
20620,1,2014-09-25
20653,1,2014-09-25
20744,1,2014-09-25
21001,1,2014-09-25
21009,1,2014-09-25
21060,1,2014-09-25
21114,1,2014-09-25
21140,1,2014-09-25
21157,1,2014-09-25
21201,1,2014-09-25
21202,1,2014-09-25
21205,1,2014-09-25
21207,1,2014-09-25
21208,1,2014-09-25
21212,1,2014-09-25
21215,2,2014-09-25
21218,2,2014-09-25
21221,1,2014-09-25
21224,1,2014-09-25
21225,2,2014-09-25
21229,1,2014-09-25
21403,1,2014-09-25
21620,1,2014-09-25
21918,1,2014-09-25
20659,1,2014-09-26
20735,1,2014-09-26
21117,1,2014-09-26
21128,1,2014-09-26
21157,2,2014-09-26
21158,1,2014-09-26
21202,1,2014-09-26
21206,1,2014-09-26
21215,1,2014-09-26
21216,1,2014-09-26
21218,3,2014-09-26
21220,1,2014-09-26
21222,1,2014-09-26
21223,2,2014-09-26
21227,1,2014-09-26
21231,1,2014-09-26
21236,1,2014-09-26
21244,1,2014-09-26
21286,1,2014-09-26
21536,1,2014-09-26
21771,1,2014-09-26
21791,1,2014-09-26
21813,1,2014-09-26
20613,1,2014-09-27
20705,1,2014-09-27
20732,1,2014-09-27
20735,1,2014-09-27
20737,1,2014-09-27
20740,1,2014-09-27
20855,1,2014-09-27
21076,1,2014-09-27
21093,2,2014-09-27
21117,1,2014-09-27
21133,1,2014-09-27
21214,1,2014-09-27
21221,1,2014-09-27
21222,2,2014-09-27
21228,2,2014-09-27
21229,2,2014-09-27
21239,2,2014-09-27
21532,1,2014-09-27
21613,1,2014-09-27
21771,1,2014-09-27
21849,1,2014-09-27
21921,1,2014-09-27
20711,1,2014-09-28
20772,1,2014-09-28
20876,1,2014-09-28
21157,1,2014-09-28
21207,2,2014-09-28
21208,1,2014-09-28
21212,4,2014-09-28
21215,2,2014-09-28
21217,1,2014-09-28
21220,2,2014-09-28
21221,1,2014-09-28
21225,1,2014-09-28
21228,1,2014-09-28
21229,1,2014-09-28
21230,1,2014-09-28
21234,1,2014-09-28
21244,1,2014-09-28
21401,1,2014-09-28
21403,1,2014-09-28
21502,1,2014-09-28
21619,1,2014-09-28
21740,2,2014-09-28
21911,1,2014-09-28
21921,2,2014-09-28
20657,1,2014-09-29
20878,1,2014-09-29
21009,1,2014-09-29
21133,1,2014-09-29
21213,1,2014-09-29
21215,3,2014-09-29
21217,2,2014-09-29
21221,1,2014-09-29
21222,3,2014-09-29
21227,1,2014-09-29
21234,2,2014-09-29
21244,2,2014-09-29
21620,1,2014-09-29
21661,1,2014-09-29
21755,1,2014-09-29
21901,1,2014-09-29
21921,2,2014-09-29
20646,1,2014-09-30
20653,1,2014-09-30
21012,1,2014-09-30
21045,1,2014-09-30
21074,2,2014-09-30
21144,1,2014-09-30
21207,1,2014-09-30
21209,1,2014-09-30
21215,2,2014-09-30
21217,1,2014-09-30
21220,1,2014-09-30
21221,1,2014-09-30
21222,2,2014-09-30
21226,1,2014-09-30
21236,1,2014-09-30
20613,1,2014-10-01
21162,1,2014-10-01
21207,1,2014-10-01
21210,1,2014-10-01
21215,2,2014-10-01
21217,1,2014-10-01
21225,2,2014-10-01
21227,1,2014-10-01
21229,1,2014-10-01
21239,1,2014-10-01
21401,1,2014-10-01
21502,2,2014-10-01
21804,1,2014-10-01
21864,1,2014-10-01
21921,1,2014-10-01
20613,1,2014-10-02
20616,1,2014-10-02
20695,1,2014-10-02
20758,1,2014-10-02
20879,1,2014-10-02
21040,1,2014-10-02
21061,1,2014-10-02
21205,1,2014-10-02
21206,2,2014-10-02
21207,1,2014-10-02
21215,1,2014-10-02
21216,1,2014-10-02
21218,2,2014-10-02
21222,3,2014-10-02
21226,1,2014-10-02
21230,1,2014-10-02
21401,2,2014-10-02
21613,1,2014-10-02
21703,1,2014-10-02
21771,1,2014-10-02
21780,1,2014-10-02
20653,1,2014-10-03
20832,1,2014-10-03
20904,1,2014-10-03
21037,1,2014-10-03
21060,1,2014-10-03
21144,1,2014-10-03
21157,1,2014-10-03
21202,1,2014-10-03
21205,1,2014-10-03
21206,1,2014-10-03
21207,1,2014-10-03
21213,1,2014-10-03
21214,1,2014-10-03
21215,2,2014-10-03
21216,2,2014-10-03
21217,3,2014-10-03
21218,1,2014-10-03
21220,1,2014-10-03
21222,1,2014-10-03
21224,1,2014-10-03
21228,1,2014-10-03
21230,1,2014-10-03
21234,1,2014-10-03
21620,1,2014-10-03
21904,1,2014-10-03
21921,2,2014-10-03
20783,1,2014-10-04
20832,2,2014-10-04
20905,1,2014-10-04
21060,2,2014-10-04
21061,2,2014-10-04
21114,1,2014-10-04
21133,1,2014-10-04
21202,1,2014-10-04
21205,1,2014-10-04
21207,1,2014-10-04
21208,2,2014-10-04
21213,1,2014-10-04
21215,4,2014-10-04
21220,1,2014-10-04
21222,2,2014-10-04
21228,1,2014-10-04
21229,1,2014-10-04
21230,2,2014-10-04
21234,2,2014-10-04
21237,1,2014-10-04
21531,1,2014-10-04
21613,1,2014-10-04
21740,1,2014-10-04
21788,1,2014-10-04
20735,1,2014-10-05
20744,1,2014-10-05
20854,1,2014-10-05
20879,1,2014-10-05
21061,1,2014-10-05
21090,1,2014-10-05
21133,1,2014-10-05
21206,1,2014-10-05
21211,1,2014-10-05
21212,1,2014-10-05
21217,1,2014-10-05
21218,5,2014-10-05
21223,2,2014-10-05
21237,1,2014-10-05
21632,1,2014-10-05
21649,1,2014-10-05
21663,1,2014-10-05
21673,1,2014-10-05
21704,1,2014-10-05
21797,1,2014-10-05
20601,1,2014-10-06
20603,1,2014-10-06
20634,1,2014-10-06
20650,1,2014-10-06
20657,1,2014-10-06
20740,1,2014-10-06
20746,1,2014-10-06
20747,1,2014-10-06
20906,1,2014-10-06
21060,1,2014-10-06
21061,1,2014-10-06
21122,1,2014-10-06
21157,1,2014-10-06
21158,1,2014-10-06
21202,2,2014-10-06
21207,1,2014-10-06
21208,1,2014-10-06
21209,1,2014-10-06
21215,2,2014-10-06
21218,1,2014-10-06
21220,1,2014-10-06
21221,1,2014-10-06
21222,1,2014-10-06
21225,1,2014-10-06
21228,1,2014-10-06
21230,1,2014-10-06
21234,1,2014-10-06
21237,1,2014-10-06
21740,2,2014-10-06
21776,1,2014-10-06
20628,1,2014-10-07
20653,1,2014-10-07
20723,1,2014-10-07
20746,1,2014-10-07
20814,1,2014-10-07
20853,1,2014-10-07
21133,1,2014-10-07
21136,1,2014-10-07
21158,1,2014-10-07
21204,1,2014-10-07
21206,1,2014-10-07
21213,1,2014-10-07
21215,2,2014-10-07
21217,1,2014-10-07
21218,2,2014-10-07
21221,2,2014-10-07
21222,2,2014-10-07
21223,1,2014-10-07
21227,1,2014-10-07
21229,1,2014-10-07
21239,1,2014-10-07
21678,1,2014-10-07
21740,1,2014-10-07
21901,1,2014-10-07
21921,1,2014-10-07
20616,1,2014-10-08
20659,1,2014-10-08
20735,1,2014-10-08
21202,1,2014-10-08
21206,1,2014-10-08
21207,1,2014-10-08
21208,1,2014-10-08
21213,1,2014-10-08
21215,3,2014-10-08
21216,1,2014-10-08
21218,4,2014-10-08
21220,1,2014-10-08
21221,1,2014-10-08
21225,1,2014-10-08
21226,2,2014-10-08
21229,2,2014-10-08
21286,1,2014-10-08
21532,1,2014-10-08
21639,1,2014-10-08
21850,1,2014-10-08
21904,1,2014-10-08
20708,1,2014-10-09
20736,1,2014-10-09
20743,1,2014-10-09
20774,1,2014-10-09
20853,1,2014-10-09
20902,1,2014-10-09
21042,1,2014-10-09
21201,1,2014-10-09
21202,1,2014-10-09
21212,2,2014-10-09
21213,1,2014-10-09
21215,2,2014-10-09
21216,1,2014-10-09
21218,1,2014-10-09
21222,1,2014-10-09
21223,1,2014-10-09
21225,1,2014-10-09
21229,1,2014-10-09
21239,1,2014-10-09
21403,1,2014-10-09
21639,1,2014-10-09
21661,2,2014-10-09
21701,1,2014-10-09
21804,1,2014-10-09
21850,1,2014-10-09
20744,1,2014-10-10
20747,2,2014-10-10
20770,1,2014-10-10
21012,1,2014-10-10
21093,1,2014-10-10
21136,1,2014-10-10
21201,1,2014-10-10
21202,1,2014-10-10
21211,1,2014-10-10
21215,5,2014-10-10
21217,2,2014-10-10
21222,1,2014-10-10
21223,1,2014-10-10
21225,1,2014-10-10
21227,1,2014-10-10
21228,2,2014-10-10
21230,2,2014-10-10
21234,1,2014-10-10
21237,1,2014-10-10
21401,2,2014-10-10
21727,1,2014-10-10
21797,1,2014-10-10
21911,1,2014-10-10
21921,1,2014-10-10
20705,1,2014-10-11
20744,1,2014-10-11
20783,1,2014-10-11
20794,1,2014-10-11
20903,1,2014-10-11
21075,1,2014-10-11
21136,1,2014-10-11
21144,1,2014-10-11
21202,1,2014-10-11
21207,1,2014-10-11
21215,2,2014-10-11
21218,1,2014-10-11
21222,2,2014-10-11
21223,1,2014-10-11
21225,1,2014-10-11
21230,1,2014-10-11
21403,1,2014-10-11
21562,1,2014-10-11
21773,1,2014-10-11
20636,1,2014-10-12
20732,1,2014-10-12
20747,1,2014-10-12
20784,2,2014-10-12
20785,1,2014-10-12
20874,1,2014-10-12
21061,1,2014-10-12
21087,1,2014-10-12
21136,1,2014-10-12
21144,2,2014-10-12
21158,1,2014-10-12
21202,1,2014-10-12
21206,1,2014-10-12
21207,2,2014-10-12
21215,1,2014-10-12
21216,1,2014-10-12
21217,1,2014-10-12
21218,1,2014-10-12
21221,1,2014-10-12
21223,1,2014-10-12
21225,1,2014-10-12
21228,1,2014-10-12
21234,1,2014-10-12
21236,2,2014-10-12
21237,1,2014-10-12
21244,1,2014-10-12
21401,1,2014-10-12
21502,1,2014-10-12
21801,1,2014-10-12
21901,2,2014-10-12
20707,1,2014-10-13
20746,1,2014-10-13
20785,1,2014-10-13
20841,1,2014-10-13
20850,1,2014-10-13
20901,1,2014-10-13
21048,1,2014-10-13
21060,1,2014-10-13
21156,1,2014-10-13
21209,1,2014-10-13
21215,2,2014-10-13
21220,2,2014-10-13
21221,1,2014-10-13
21222,1,2014-10-13
21228,1,2014-10-13
21229,1,2014-10-13
21244,1,2014-10-13
21531,1,2014-10-13
21532,1,2014-10-13
21619,1,2014-10-13
21804,1,2014-10-13
21921,1,2014-10-13
20619,1,2014-10-14
20624,1,2014-10-14
20707,1,2014-10-14
20878,1,2014-10-14
20879,1,2014-10-14
20882,1,2014-10-14
20886,1,2014-10-14
21015,1,2014-10-14
21060,2,2014-10-14
21061,2,2014-10-14
21104,1,2014-10-14
21157,1,2014-10-14
21205,1,2014-10-14
21215,2,2014-10-14
21217,1,2014-10-14
21218,1,2014-10-14
21220,1,2014-10-14
21221,1,2014-10-14
21225,1,2014-10-14
21237,1,2014-10-14
21239,1,2014-10-14
21244,1,2014-10-14
21550,1,2014-10-14
21740,1,2014-10-14
21797,1,2014-10-14
20670,1,2014-10-15
20743,1,2014-10-15
20871,1,2014-10-15
20905,1,2014-10-15
21122,1,2014-10-15
21202,1,2014-10-15
21213,1,2014-10-15
21215,1,2014-10-15
21216,1,2014-10-15
21217,2,2014-10-15
21218,1,2014-10-15
21220,1,2014-10-15
21224,1,2014-10-15
21225,1,2014-10-15
21228,1,2014-10-15
21239,2,2014-10-15
21401,1,2014-10-15
21776,1,2014-10-15
21784,1,2014-10-15
21838,1,2014-10-15
21911,2,2014-10-15
20616,1,2014-10-16
20680,1,2014-10-16
20817,1,2014-10-16
20904,1,2014-10-16
21043,1,2014-10-16
21117,1,2014-10-16
21122,1,2014-10-16
21144,1,2014-10-16
21202,2,2014-10-16
21207,2,2014-10-16
21209,2,2014-10-16
21212,1,2014-10-16
21215,1,2014-10-16
21216,1,2014-10-16
21217,1,2014-10-16
21220,1,2014-10-16
21226,1,2014-10-16
21502,1,2014-10-16
21607,1,2014-10-16
21740,1,2014-10-16
21787,1,2014-10-16
20601,1,2014-10-17
20674,1,2014-10-17
20684,1,2014-10-17
20724,1,2014-10-17
20747,1,2014-10-17
20772,1,2014-10-17
20785,1,2014-10-17
20872,1,2014-10-17
20904,1,2014-10-17
21012,1,2014-10-17
21061,1,2014-10-17
21076,1,2014-10-17
21104,1,2014-10-17
21213,1,2014-10-17
21217,3,2014-10-17
21221,1,2014-10-17
21224,1,2014-10-17
21244,1,2014-10-17
21822,1,2014-10-17
20747,1,2014-10-18
20785,1,2014-10-18
21044,1,2014-10-18
21093,1,2014-10-18
21108,1,2014-10-18
21122,1,2014-10-18
21157,1,2014-10-18
21158,1,2014-10-18
21205,1,2014-10-18
21206,1,2014-10-18
21207,1,2014-10-18
21215,1,2014-10-18
21216,2,2014-10-18
21217,1,2014-10-18
21220,1,2014-10-18
21222,1,2014-10-18
21225,1,2014-10-18
21629,1,2014-10-18
21663,1,2014-10-18
21921,1,2014-10-18
20636,1,2014-10-19
20640,1,2014-10-19
20659,1,2014-10-19
20783,1,2014-10-19
20785,1,2014-10-19
20814,1,2014-10-19
20832,1,2014-10-19
21048,1,2014-10-19
21076,1,2014-10-19
21102,1,2014-10-19
21144,1,2014-10-19
21208,1,2014-10-19
21215,2,2014-10-19
21218,1,2014-10-19
21221,3,2014-10-19
21225,1,2014-10-19
21229,3,2014-10-19
21230,2,2014-10-19
21236,1,2014-10-19
21613,1,2014-10-19
21620,1,2014-10-19
21740,1,2014-10-19
21784,1,2014-10-19
20715,1,2014-10-20
20724,1,2014-10-20
20794,1,2014-10-20
20910,1,2014-10-20
21060,1,2014-10-20
21085,1,2014-10-20
21136,1,2014-10-20
21201,1,2014-10-20
21206,1,2014-10-20
21207,1,2014-10-20
21215,2,2014-10-20
21217,3,2014-10-20
21220,1,2014-10-20
21223,1,2014-10-20
21225,1,2014-10-20
21230,1,2014-10-20
21234,2,2014-10-20
21236,1,2014-10-20
21237,1,2014-10-20
21638,1,2014-10-20
21913,1,2014-10-20
20650,1,2014-10-21
20659,1,2014-10-21
20732,1,2014-10-21
20743,1,2014-10-21
20782,1,2014-10-21
20783,1,2014-10-21
20901,1,2014-10-21
21061,1,2014-10-21
21104,1,2014-10-21
21133,1,2014-10-21
21144,1,2014-10-21
21201,1,2014-10-21
21206,1,2014-10-21
21213,2,2014-10-21
21215,1,2014-10-21
21217,1,2014-10-21
21222,1,2014-10-21
21226,2,2014-10-21
21236,1,2014-10-21
21632,2,2014-10-21
21771,1,2014-10-21
21901,1,2014-10-21
20708,1,2014-10-22
20785,1,2014-10-22
20886,1,2014-10-22
20904,1,2014-10-22
20906,2,2014-10-22
21001,1,2014-10-22
21050,1,2014-10-22
21061,1,2014-10-22
21104,1,2014-10-22
21133,2,2014-10-22
21207,1,2014-10-22
21214,1,2014-10-22
21215,1,2014-10-22
21216,1,2014-10-22
21217,3,2014-10-22
21218,2,2014-10-22
21219,1,2014-10-22
21221,1,2014-10-22
21225,2,2014-10-22
21226,1,2014-10-22
21230,1,2014-10-22
21236,1,2014-10-22
21409,1,2014-10-22
21613,1,2014-10-22
21716,1,2014-10-22
21788,1,2014-10-22
20621,1,2014-10-23
20732,2,2014-10-23
20735,1,2014-10-23
20906,1,2014-10-23
21012,1,2014-10-23
21061,1,2014-10-23
21117,1,2014-10-23
21122,2,2014-10-23
21136,2,2014-10-23
21202,1,2014-10-23
21212,1,2014-10-23
21221,1,2014-10-23
21222,1,2014-10-23
21225,1,2014-10-23
21227,2,2014-10-23
21228,1,2014-10-23
21230,1,2014-10-23
21234,1,2014-10-23
21601,1,2014-10-23
21817,1,2014-10-23
21911,1,2014-10-23
20634,1,2014-10-24
20653,1,2014-10-24
20743,2,2014-10-24
20785,1,2014-10-24
20832,1,2014-10-24
20841,1,2014-10-24
20879,1,2014-10-24
21014,1,2014-10-24
21030,1,2014-10-24
21037,1,2014-10-24
21157,1,2014-10-24
21202,1,2014-10-24
21207,3,2014-10-24
21211,1,2014-10-24
21215,4,2014-10-24
21222,1,2014-10-24
21225,1,2014-10-24
21236,1,2014-10-24
21239,1,2014-10-24
21601,1,2014-10-24
21787,1,2014-10-24
21901,1,2014-10-24
21918,1,2014-10-24
21921,1,2014-10-24
20653,1,2014-10-25
20706,1,2014-10-25
20747,1,2014-10-25
20748,1,2014-10-25
20774,2,2014-10-25
20785,1,2014-10-25
20877,1,2014-10-25
21030,1,2014-10-25
21040,1,2014-10-25
21117,1,2014-10-25
21122,2,2014-10-25
21133,1,2014-10-25
21202,1,2014-10-25
21213,1,2014-10-25
21214,1,2014-10-25
21215,5,2014-10-25
21216,1,2014-10-25
21217,1,2014-10-25
21218,1,2014-10-25
21222,1,2014-10-25
21223,1,2014-10-25
21237,1,2014-10-25
21502,1,2014-10-25
21668,1,2014-10-25
21801,1,2014-10-25
21911,2,2014-10-25
20710,1,2014-10-26
20724,1,2014-10-26
20732,1,2014-10-26
20782,1,2014-10-26
20783,1,2014-10-26
20785,1,2014-10-26
21060,1,2014-10-26
21061,1,2014-10-26
21102,1,2014-10-26
21201,1,2014-10-26
21202,1,2014-10-26
21207,1,2014-10-26
21212,1,2014-10-26
21216,2,2014-10-26
21217,1,2014-10-26
21218,1,2014-10-26
21220,3,2014-10-26
21227,1,2014-10-26
21229,1,2014-10-26
21286,1,2014-10-26
21788,1,2014-10-26
20659,1,2014-10-27
20783,1,2014-10-27
20785,2,2014-10-27
21061,1,2014-10-27
21202,1,2014-10-27
21206,1,2014-10-27
21208,1,2014-10-27
21215,1,2014-10-27
21216,1,2014-10-27
21218,1,2014-10-27
21221,1,2014-10-27
21223,1,2014-10-27
21234,1,2014-10-27
21666,1,2014-10-27
21795,1,2014-10-27
21817,1,2014-10-27
21837,1,2014-10-27
21921,1,2014-10-27
20603,1,2014-10-28
20850,1,2014-10-28
20906,1,2014-10-28
21014,1,2014-10-28
21207,3,2014-10-28
21211,1,2014-10-28
21215,1,2014-10-28
21217,1,2014-10-28
21218,3,2014-10-28
21221,1,2014-10-28
21223,1,2014-10-28
21228,1,2014-10-28
21230,1,2014-10-28
21237,1,2014-10-28
21239,1,2014-10-28
21502,1,2014-10-28
21921,1,2014-10-28
20602,1,2014-10-29
20882,1,2014-10-29
20906,1,2014-10-29
20910,1,2014-10-29
21061,2,2014-10-29
21133,1,2014-10-29
21144,1,2014-10-29
21206,2,2014-10-29
21208,2,2014-10-29
21215,2,2014-10-29
21222,1,2014-10-29
21230,2,2014-10-29
21286,1,2014-10-29
21524,1,2014-10-29
21532,1,2014-10-29
21701,1,2014-10-29
21770,1,2014-10-29
21811,1,2014-10-29
20653,1,2014-10-30
20879,1,2014-10-30
21030,1,2014-10-30
21047,1,2014-10-30
21157,1,2014-10-30
21205,1,2014-10-30
21207,1,2014-10-30
21220,1,2014-10-30
21222,1,2014-10-30
21225,3,2014-10-30
21229,2,2014-10-30
21236,1,2014-10-30
21237,1,2014-10-30
21401,1,2014-10-30
21639,1,2014-10-30
21787,1,2014-10-30
20659,1,2014-10-31
20794,1,2014-10-31
20853,1,2014-10-31
21061,1,2014-10-31
21113,1,2014-10-31
21201,1,2014-10-31
21210,1,2014-10-31
21215,2,2014-10-31
21218,1,2014-10-31
21221,1,2014-10-31
21222,1,2014-10-31
21227,1,2014-10-31
21230,1,2014-10-31
21403,1,2014-10-31
21619,1,2014-10-31
21701,1,2014-10-31
21822,1,2014-10-31
21842,1,2014-10-31
20724,1,2014-11-01
21030,1,2014-11-01
21090,1,2014-11-01
21117,1,2014-11-01
21122,1,2014-11-01
21202,1,2014-11-01
21216,1,2014-11-01
21218,1,2014-11-01
21221,1,2014-11-01
21222,1,2014-11-01
21225,2,2014-11-01
21228,1,2014-11-01
21401,1,2014-11-01
21740,1,2014-11-01
20640,1,2014-11-02
20706,1,2014-11-02
20716,1,2014-11-02
20784,1,2014-11-02
20832,1,2014-11-02
21030,1,2014-11-02
21061,1,2014-11-02
21093,2,2014-11-02
21202,1,2014-11-02
21207,1,2014-11-02
21211,1,2014-11-02
21218,1,2014-11-02
21222,1,2014-11-02
21223,3,2014-11-02
21225,1,2014-11-02
21230,1,2014-11-02
21231,1,2014-11-02
21236,1,2014-11-02
21237,3,2014-11-02
21239,1,2014-11-02
21401,1,2014-11-02
21403,1,2014-11-02
21601,1,2014-11-02
20678,1,2014-11-03
20770,1,2014-11-03
20785,1,2014-11-03
20852,1,2014-11-03
21075,1,2014-11-03
21122,1,2014-11-03
21133,1,2014-11-03
21157,1,2014-11-03
21201,1,2014-11-03
21208,1,2014-11-03
21211,1,2014-11-03
21215,3,2014-11-03
21218,4,2014-11-03
21220,1,2014-11-03
21225,1,2014-11-03
21231,1,2014-11-03
21237,1,2014-11-03
21239,1,2014-11-03
21244,1,2014-11-03
21401,1,2014-11-03
21601,1,2014-11-03
21784,1,2014-11-03
21901,1,2014-11-03
20620,1,2014-11-04
20715,1,2014-11-04
20745,1,2014-11-04
20794,1,2014-11-04
20852,1,2014-11-04
20874,1,2014-11-04
21032,1,2014-11-04
21060,1,2014-11-04
21208,1,2014-11-04
21211,1,2014-11-04
21212,1,2014-11-04
21213,1,2014-11-04
21215,1,2014-11-04
21222,1,2014-11-04
21223,3,2014-11-04
21229,1,2014-11-04
21230,1,2014-11-04
21239,2,2014-11-04
21502,1,2014-11-04
21601,1,2014-11-04
21701,1,2014-11-04
21804,1,2014-11-04
21921,1,2014-11-04
20602,1,2014-11-05
20619,1,2014-11-05
20622,1,2014-11-05
20650,1,2014-11-05
20852,1,2014-11-05
20876,1,2014-11-05
20878,1,2014-11-05
21061,1,2014-11-05
21117,1,2014-11-05
21202,2,2014-11-05
21207,1,2014-11-05
21212,1,2014-11-05
21215,1,2014-11-05
21216,1,2014-11-05
21218,1,2014-11-05
21221,1,2014-11-05
21223,1,2014-11-05
21224,1,2014-11-05
21228,2,2014-11-05
21740,1,2014-11-05
21838,1,2014-11-05
21921,1,2014-11-05
20650,1,2014-11-06
20832,1,2014-11-06
20910,1,2014-11-06
21054,1,2014-11-06
21152,1,2014-11-06
21157,2,2014-11-06
21206,2,2014-11-06
21207,1,2014-11-06
21211,1,2014-11-06
21212,1,2014-11-06
21215,2,2014-11-06
21216,2,2014-11-06
21217,2,2014-11-06
21218,2,2014-11-06
21221,2,2014-11-06
21227,1,2014-11-06
21228,1,2014-11-06
21230,1,2014-11-06
21237,2,2014-11-06
21244,2,2014-11-06
21629,1,2014-11-06
21921,1,2014-11-06
20659,1,2014-11-07
20872,1,2014-11-07
21060,1,2014-11-07
21061,2,2014-11-07
21078,1,2014-11-07
21102,1,2014-11-07
21136,1,2014-11-07
21157,1,2014-11-07
21161,1,2014-11-07
21201,1,2014-11-07
21211,1,2014-11-07
21213,1,2014-11-07
21214,1,2014-11-07
